LINEARCID	LINEID	ARCID	ARCSEQUENCE	ORIENTATION	PLANVERSIONID	LINEVARIANT	REGISTERDATE
187372	351	110492	1	0	40	11	2013-05-03 08:22:54-05
187373	351	110899	2	0	40	11	2013-05-03 08:22:54-05
187374	351	111580	3	0	40	11	2013-05-03 08:22:54-05
187375	351	110493	4	0	40	11	2013-05-03 08:22:54-05
187376	351	109743	5	0	40	11	2013-05-03 08:22:54-05
187377	351	108990	6	0	40	11	2013-05-03 08:22:54-05
187378	351	110889	7	0	40	11	2013-05-03 08:22:54-05
187379	351	109596	8	0	40	11	2013-05-03 08:22:54-05
187380	351	110747	9	0	40	11	2013-05-03 08:22:54-05
187381	351	111254	10	0	40	11	2013-05-03 08:22:54-05
187382	351	110132	11	0	40	11	2013-05-03 08:22:54-05
187383	351	110502	12	0	40	11	2013-05-03 08:22:54-05
187384	351	110026	13	0	40	11	2013-05-03 08:22:54-05
187385	351	110394	14	0	40	11	2013-05-03 08:22:54-05
187386	351	109739	15	0	40	11	2013-05-03 08:22:54-05
187387	351	111494	16	0	40	11	2013-05-03 08:22:54-05
187388	351	110804	17	0	40	11	2013-05-03 08:22:54-05
187389	351	111461	18	0	40	11	2013-05-03 08:22:54-05
187390	351	109650	0	0	40	15	2013-05-03 08:22:54-05
187391	351	108993	1	0	40	15	2013-05-03 08:22:54-05
187392	351	110894	2	0	40	15	2013-05-03 08:22:54-05
187393	351	109750	3	0	40	15	2013-05-03 08:22:54-05
187394	351	111253	4	0	40	15	2013-05-03 08:22:54-05
187395	351	110895	5	0	40	15	2013-05-03 08:22:54-05
187396	351	109751	6	0	40	15	2013-05-03 08:22:54-05
187397	351	110896	7	0	40	15	2013-05-03 08:22:54-05
187398	351	109650	0	0	40	4	2013-05-03 08:22:54-05
187399	351	108993	1	0	40	4	2013-05-03 08:22:54-05
187400	351	110894	2	0	40	4	2013-05-03 08:22:54-05
187401	351	109750	3	0	40	4	2013-05-03 08:22:54-05
187402	351	111253	4	0	40	4	2013-05-03 08:22:54-05
187403	351	110895	5	0	40	4	2013-05-03 08:22:54-05
187404	351	109751	6	0	40	4	2013-05-03 08:22:54-05
187405	351	110896	7	0	40	4	2013-05-03 08:22:54-05
187406	351	111587	8	0	40	4	2013-05-03 08:22:54-05
187407	351	109770	9	0	40	4	2013-05-03 08:22:54-05
187408	351	109771	10	0	40	4	2013-05-03 08:22:54-05
187409	351	109752	11	0	40	4	2013-05-03 08:22:54-05
187410	351	109753	12	0	40	4	2013-05-03 08:22:54-05
187411	351	110118	13	0	40	4	2013-05-03 08:22:54-05
187412	351	110492	14	0	40	4	2013-05-03 08:22:54-05
187413	351	110899	15	0	40	4	2013-05-03 08:22:54-05
187414	351	111580	16	0	40	4	2013-05-03 08:22:54-05
187415	351	110493	17	0	40	4	2013-05-03 08:22:54-05
187416	351	109743	18	0	40	4	2013-05-03 08:22:54-05
187417	351	108990	19	0	40	4	2013-05-03 08:22:54-05
187418	351	110889	20	0	40	4	2013-05-03 08:22:54-05
187419	351	109596	21	0	40	4	2013-05-03 08:22:54-05
187420	351	110747	22	0	40	4	2013-05-03 08:22:54-05
187421	351	111254	23	0	40	4	2013-05-03 08:22:54-05
187422	351	110132	24	0	40	4	2013-05-03 08:22:54-05
187423	351	110502	25	0	40	4	2013-05-03 08:22:54-05
187424	351	110026	26	0	40	4	2013-05-03 08:22:54-05
187425	351	110394	27	0	40	4	2013-05-03 08:22:54-05
187426	351	109739	28	0	40	4	2013-05-03 08:22:54-05
187427	351	111494	29	0	40	4	2013-05-03 08:22:54-05
187428	351	110804	30	0	40	4	2013-05-03 08:22:54-05
187429	351	111461	31	0	40	4	2013-05-03 08:22:54-05
187430	353	110155	0	0	40	2	2013-05-03 08:22:54-05
187431	353	110890	1	0	40	2	2013-05-03 08:22:54-05
187432	353	109364	2	0	40	2	2013-05-03 08:22:54-05
187433	353	111252	3	0	40	2	2013-05-03 08:22:54-05
187434	353	110130	4	0	40	2	2013-05-03 08:22:54-05
187435	353	110499	5	0	40	2	2013-05-03 08:22:54-05
187436	353	110361	6	0	40	2	2013-05-03 08:22:54-05
187437	353	108908	7	0	40	2	2013-05-03 08:22:54-05
187438	353	110312	8	0	40	2	2013-05-03 08:22:54-05
187439	353	108906	0	1	40	3	2013-05-03 08:22:55-05
187440	353	110784	1	1	40	3	2013-05-03 08:22:55-05
187441	353	110891	2	1	40	3	2013-05-03 08:22:55-05
187442	353	109365	3	1	40	3	2013-05-03 08:22:55-05
187443	353	110892	4	1	40	3	2013-05-03 08:22:55-05
187444	353	109748	5	1	40	3	2013-05-03 08:22:55-05
187445	353	109773	6	1	40	3	2013-05-03 08:22:55-05
187446	353	111610	7	1	40	3	2013-05-03 08:22:55-05
187447	353	109772	8	1	40	3	2013-05-03 08:22:55-05
187448	370	109501	0	1	40	2	2013-05-03 08:22:55-05
187449	370	109886	1	1	40	2	2013-05-03 08:22:55-05
187450	370	108778	2	1	40	2	2013-05-03 08:22:55-05
187451	370	109026	3	1	40	2	2013-05-03 08:22:55-05
187452	370	110172	4	1	40	2	2013-05-03 08:22:55-05
187453	370	109788	5	1	40	2	2013-05-03 08:22:55-05
187454	370	109027	6	1	40	2	2013-05-03 08:22:55-05
187455	370	109810	7	1	40	2	2013-05-03 08:22:55-05
187456	370	110191	8	1	40	2	2013-05-03 08:22:55-05
187457	370	108823	9	1	40	2	2013-05-03 08:22:55-05
187458	370	110545	10	1	40	2	2013-05-03 08:22:55-05
187459	370	109550	11	1	40	2	2013-05-03 08:22:55-05
187460	370	109421	12	1	40	2	2013-05-03 08:22:55-05
187461	370	109028	0	0	40	13	2013-05-03 08:22:55-05
187462	370	109029	1	0	40	13	2013-05-03 08:22:55-05
187463	370	109789	2	0	40	13	2013-05-03 08:22:55-05
187464	370	109127	3	0	40	13	2013-05-03 08:22:55-05
187465	370	109397	4	0	40	13	2013-05-03 08:22:55-05
187466	370	109790	5	0	40	13	2013-05-03 08:22:55-05
187467	370	110304	6	0	40	13	2013-05-03 08:22:55-05
187468	370	109810	0	1	40	15	2013-05-03 08:22:55-05
187469	370	110191	1	1	40	15	2013-05-03 08:22:55-05
187470	370	108823	2	1	40	15	2013-05-03 08:22:55-05
187471	370	110545	3	1	40	15	2013-05-03 08:22:55-05
187472	370	109550	4	1	40	15	2013-05-03 08:22:55-05
187473	370	109421	5	1	40	15	2013-05-03 08:22:55-05
187474	370	109050	0	0	40	3	2013-05-03 08:22:55-05
187475	370	111638	1	0	40	3	2013-05-03 08:22:55-05
187476	370	111297	2	0	40	3	2013-05-03 08:22:55-05
187477	370	111299	3	0	40	3	2013-05-03 08:22:55-05
187478	370	111303	4	0	40	3	2013-05-03 08:22:55-05
187479	370	111654	5	0	40	3	2013-05-03 08:22:55-05
187480	370	109028	6	0	40	3	2013-05-03 08:22:55-05
187481	370	109029	7	0	40	3	2013-05-03 08:22:55-05
187482	370	109789	8	0	40	3	2013-05-03 08:22:55-05
187483	370	109127	9	0	40	3	2013-05-03 08:22:55-05
187484	370	109397	10	0	40	3	2013-05-03 08:22:55-05
187485	370	109790	11	0	40	3	2013-05-03 08:22:55-05
187486	370	110304	12	0	40	3	2013-05-03 08:22:55-05
187487	371	109509	0	0	40	2	2013-05-03 08:22:55-05
187488	371	110256	1	0	40	2	2013-05-03 08:22:55-05
187489	371	110257	2	0	40	2	2013-05-03 08:22:55-05
187490	371	109504	3	0	40	2	2013-05-03 08:22:55-05
187491	371	108772	4	0	40	2	2013-05-03 08:22:55-05
187492	371	110633	5	0	40	2	2013-05-03 08:22:55-05
187493	371	109879	6	0	40	2	2013-05-03 08:22:55-05
187494	371	108769	7	0	40	2	2013-05-03 08:22:55-05
187495	371	109503	8	0	40	2	2013-05-03 08:22:55-05
187496	371	109502	9	0	40	2	2013-05-03 08:22:55-05
187497	371	109330	10	0	40	2	2013-05-03 08:22:55-05
187498	371	109500	0	1	40	3	2013-05-03 08:22:55-05
187499	371	109878	1	1	40	3	2013-05-03 08:22:55-05
187500	371	109400	2	1	40	3	2013-05-03 08:22:55-05
187501	371	111008	3	1	40	3	2013-05-03 08:22:55-05
187502	371	108770	4	1	40	3	2013-05-03 08:22:55-05
187503	371	108771	5	1	40	3	2013-05-03 08:22:55-05
187504	371	109880	6	1	40	3	2013-05-03 08:22:55-05
187505	371	109505	7	1	40	3	2013-05-03 08:22:55-05
187506	371	109506	8	1	40	3	2013-05-03 08:22:55-05
187507	371	109507	9	1	40	3	2013-05-03 08:22:55-05
187508	371	109508	10	1	40	3	2013-05-03 08:22:55-05
187509	372	111271	0	0	40	2	2013-05-03 08:22:55-05
187510	372	110938	1	0	40	2	2013-05-03 08:22:55-05
187511	372	109408	2	0	40	2	2013-05-03 08:22:55-05
187512	372	109126	3	0	40	2	2013-05-03 08:22:55-05
187513	372	110252	4	0	40	2	2013-05-03 08:22:55-05
187514	372	109877	5	0	40	2	2013-05-03 08:22:55-05
187515	372	110451	6	0	40	2	2013-05-03 08:22:55-05
187516	372	110629	0	1	40	3	2013-05-03 08:22:55-05
187517	372	111351	1	1	40	3	2013-05-03 08:22:55-05
187518	372	108773	2	1	40	3	2013-05-03 08:22:55-05
187519	372	110915	3	1	40	3	2013-05-03 08:22:55-05
187520	372	111609	4	1	40	3	2013-05-03 08:22:55-05
187521	372	109511	5	1	40	3	2013-05-03 08:22:55-05
187522	372	109399	6	1	40	3	2013-05-03 08:22:55-05
187523	372	110937	7	1	40	3	2013-05-03 08:22:55-05
187524	372	110156	8	1	40	3	2013-05-03 08:22:55-05
187525	373	109512	0	1	40	2	2013-05-03 08:22:55-05
187526	373	109513	1	1	40	2	2013-05-03 08:22:55-05
187527	373	110254	2	1	40	2	2013-05-03 08:22:55-05
187528	373	110168	3	1	40	2	2013-05-03 08:22:55-05
187529	373	110169	4	1	40	2	2013-05-03 08:22:55-05
187530	373	110170	5	1	40	2	2013-05-03 08:22:55-05
187531	373	109129	6	1	40	2	2013-05-03 08:22:55-05
187532	373	109516	7	1	40	2	2013-05-03 08:22:55-05
187533	373	110641	8	1	40	2	2013-05-03 08:22:55-05
187534	373	111282	9	1	40	2	2013-05-03 08:22:55-05
187535	373	110171	10	1	40	2	2013-05-03 08:22:55-05
187536	373	110931	11	1	40	2	2013-05-03 08:22:55-05
187537	373	110531	12	1	40	2	2013-05-03 08:22:55-05
187538	373	109792	13	1	40	2	2013-05-03 08:22:55-05
187539	373	111352	14	1	40	2	2013-05-03 08:22:55-05
187540	373	111016	15	1	40	2	2013-05-03 08:22:55-05
187541	373	109133	16	1	40	2	2013-05-03 08:22:55-05
187542	373	110175	17	1	40	2	2013-05-03 08:22:55-05
187543	373	110638	18	1	40	2	2013-05-03 08:22:55-05
187544	373	109876	19	1	40	2	2013-05-03 08:22:55-05
187545	373	109929	20	1	40	2	2013-05-03 08:22:55-05
187546	373	110168	0	1	40	5	2013-05-03 08:22:55-05
187547	373	110169	1	1	40	5	2013-05-03 08:22:55-05
187548	373	110170	2	1	40	5	2013-05-03 08:22:55-05
187549	373	109129	3	1	40	5	2013-05-03 08:22:55-05
187550	373	109516	4	1	40	5	2013-05-03 08:22:55-05
187551	373	110641	5	1	40	5	2013-05-03 08:22:55-05
187552	373	111282	6	1	40	5	2013-05-03 08:22:55-05
187553	373	110171	7	1	40	5	2013-05-03 08:22:55-05
187554	373	110931	8	1	40	5	2013-05-03 08:22:55-05
187555	373	110531	9	1	40	5	2013-05-03 08:22:55-05
187556	373	109792	10	1	40	5	2013-05-03 08:22:55-05
187557	373	111352	11	1	40	5	2013-05-03 08:22:55-05
187558	373	111016	12	1	40	5	2013-05-03 08:22:55-05
187559	373	109133	13	1	40	5	2013-05-03 08:22:55-05
187560	373	110175	14	1	40	5	2013-05-03 08:22:55-05
187561	373	110638	15	1	40	5	2013-05-03 08:22:55-05
187562	373	109876	16	1	40	5	2013-05-03 08:22:55-05
187563	373	109929	17	1	40	5	2013-05-03 08:22:55-05
187564	374	109401	0	1	40	2	2013-05-03 08:22:55-05
187565	374	109030	1	1	40	2	2013-05-03 08:22:55-05
187566	374	108776	2	1	40	2	2013-05-03 08:22:55-05
187567	374	109513	3	1	40	2	2013-05-03 08:22:55-05
187568	374	110254	4	1	40	2	2013-05-03 08:22:55-05
187569	374	111283	5	1	40	2	2013-05-03 08:22:55-05
187570	374	109039	6	1	40	2	2013-05-03 08:22:55-05
187571	374	110936	7	1	40	2	2013-05-03 08:22:55-05
187572	374	109031	8	1	40	2	2013-05-03 08:22:55-05
187573	374	111352	9	1	40	2	2013-05-03 08:22:55-05
187574	374	111016	10	1	40	2	2013-05-03 08:22:55-05
187575	374	109133	11	1	40	2	2013-05-03 08:22:55-05
187576	374	108777	12	1	40	2	2013-05-03 08:22:55-05
187577	374	108782	13	1	40	2	2013-05-03 08:22:55-05
187578	374	109032	14	1	40	2	2013-05-03 08:22:55-05
187579	374	110630	15	1	40	2	2013-05-03 08:22:55-05
187580	374	111224	16	1	40	2	2013-05-03 08:22:55-05
187581	374	111283	0	1	40	5	2013-05-03 08:22:55-05
187582	374	109039	1	1	40	5	2013-05-03 08:22:55-05
187583	374	110936	2	1	40	5	2013-05-03 08:22:55-05
187584	374	109031	3	1	40	5	2013-05-03 08:22:55-05
187585	374	111352	4	1	40	5	2013-05-03 08:22:55-05
187586	374	111016	5	1	40	5	2013-05-03 08:22:55-05
187587	374	109133	6	1	40	5	2013-05-03 08:22:55-05
187588	374	108777	7	1	40	5	2013-05-03 08:22:55-05
187589	374	108782	8	1	40	5	2013-05-03 08:22:55-05
187590	374	109032	9	1	40	5	2013-05-03 08:22:55-05
187591	374	110630	10	1	40	5	2013-05-03 08:22:55-05
187592	374	111224	11	1	40	5	2013-05-03 08:22:55-05
187593	375	110494	0	0	40	2	2013-05-03 08:22:55-05
187594	375	111287	1	0	40	2	2013-05-03 08:22:55-05
187595	375	109404	2	0	40	2	2013-05-03 08:22:55-05
187596	375	111623	3	0	40	2	2013-05-03 08:22:55-05
187597	375	110934	4	0	40	2	2013-05-03 08:22:55-05
187598	375	111286	5	0	40	2	2013-05-03 08:22:55-05
187599	375	110532	6	0	40	2	2013-05-03 08:22:55-05
187600	375	111288	7	0	40	2	2013-05-03 08:22:55-05
187601	375	111289	8	0	40	2	2013-05-03 08:22:55-05
187602	375	110932	9	0	40	2	2013-05-03 08:22:55-05
187603	375	109033	10	0	40	2	2013-05-03 08:22:55-05
187604	375	110631	11	0	40	2	2013-05-03 08:22:55-05
187605	375	109502	12	0	40	2	2013-05-03 08:22:55-05
187606	375	110548	13	0	40	2	2013-05-03 08:22:55-05
187607	375	109499	0	1	40	3	2013-05-03 08:22:55-05
187608	375	109878	1	1	40	3	2013-05-03 08:22:55-05
187609	375	110173	2	1	40	3	2013-05-03 08:22:55-05
187610	375	110632	3	1	40	3	2013-05-03 08:22:55-05
187611	375	109398	4	1	40	3	2013-05-03 08:22:55-05
187612	375	110930	5	1	40	3	2013-05-03 08:22:55-05
187613	375	111285	6	1	40	3	2013-05-03 08:22:55-05
187614	375	110933	7	1	40	3	2013-05-03 08:22:55-05
187615	375	109791	8	1	40	3	2013-05-03 08:22:55-05
187616	375	111622	9	1	40	3	2013-05-03 08:22:55-05
187617	375	110107	10	1	40	3	2013-05-03 08:22:55-05
187618	375	110882	11	1	40	3	2013-05-03 08:22:55-05
187619	375	109351	12	1	40	3	2013-05-03 08:22:55-05
187620	375	110108	13	1	40	3	2013-05-03 08:22:55-05
187621	375	110123	14	1	40	3	2013-05-03 08:22:55-05
187622	376	110176	0	1	40	2	2013-05-03 08:22:55-05
187623	376	109887	1	1	40	2	2013-05-03 08:22:55-05
187624	376	108780	2	1	40	2	2013-05-03 08:22:55-05
187625	376	109514	3	1	40	2	2013-05-03 08:22:55-05
187626	376	110249	4	1	40	2	2013-05-03 08:22:55-05
187627	376	108973	5	1	40	2	2013-05-03 08:22:55-05
187628	376	109875	0	1	40	3	2013-05-03 08:22:55-05
187629	376	109886	1	1	40	3	2013-05-03 08:22:55-05
187630	376	108778	2	1	40	3	2013-05-03 08:22:55-05
187631	376	110639	3	1	40	3	2013-05-03 08:22:55-05
187632	376	110174	4	1	40	3	2013-05-03 08:22:55-05
187633	376	109888	5	1	40	3	2013-05-03 08:22:55-05
187634	376	110255	6	1	40	3	2013-05-03 08:22:55-05
187635	376	109515	7	1	40	3	2013-05-03 08:22:55-05
187636	376	110640	8	1	40	3	2013-05-03 08:22:55-05
187637	376	109128	9	1	40	3	2013-05-03 08:22:55-05
187638	376	109403	10	1	40	3	2013-05-03 08:22:55-05
187639	376	110176	11	1	40	3	2013-05-03 08:22:55-05
187640	376	109887	12	1	40	3	2013-05-03 08:22:55-05
187641	376	108780	13	1	40	3	2013-05-03 08:22:55-05
187642	376	109514	14	1	40	3	2013-05-03 08:22:55-05
187643	376	110249	15	1	40	3	2013-05-03 08:22:55-05
187644	376	108973	16	1	40	3	2013-05-03 08:22:55-05
187645	381	111339	0	1	40	2	2013-05-03 08:22:55-05
187646	381	110570	1	1	40	2	2013-05-03 08:22:55-05
187647	381	109766	2	1	40	2	2013-05-03 08:22:55-05
187648	381	110149	3	1	40	2	2013-05-03 08:22:55-05
187649	381	110516	4	1	40	2	2013-05-03 08:22:55-05
187650	381	109767	5	1	40	2	2013-05-03 08:22:55-05
187651	381	109381	6	1	40	2	2013-05-03 08:22:55-05
187652	381	109768	7	1	40	2	2013-05-03 08:22:55-05
187653	381	110517	8	1	40	2	2013-05-03 08:22:55-05
187654	381	110150	9	1	40	2	2013-05-03 08:22:55-05
187655	381	110151	10	1	40	2	2013-05-03 08:22:55-05
187656	381	109769	11	1	40	2	2013-05-03 08:22:55-05
187657	381	110152	12	1	40	2	2013-05-03 08:22:55-05
187658	381	109382	13	1	40	2	2013-05-03 08:22:55-05
187659	381	110518	14	1	40	2	2013-05-03 08:22:55-05
187660	381	109278	15	1	40	2	2013-05-03 08:22:55-05
187661	381	110661	16	1	40	2	2013-05-03 08:22:55-05
187662	381	108808	17	1	40	2	2013-05-03 08:22:55-05
187663	381	109796	18	1	40	2	2013-05-03 08:22:55-05
187664	381	109041	19	1	40	2	2013-05-03 08:22:55-05
187665	381	110668	20	1	40	2	2013-05-03 08:22:55-05
187666	381	111371	21	1	40	2	2013-05-03 08:22:55-05
187667	381	110276	22	1	40	2	2013-05-03 08:22:55-05
187668	381	108803	23	1	40	2	2013-05-03 08:22:55-05
187669	381	109902	24	1	40	2	2013-05-03 08:22:55-05
187670	381	109529	25	1	40	2	2013-05-03 08:22:55-05
187671	381	109900	26	1	40	2	2013-05-03 08:22:55-05
187672	381	110278	27	1	40	2	2013-05-03 08:22:55-05
187673	381	109041	0	1	40	7	2013-05-03 08:22:55-05
187674	381	110668	1	1	40	7	2013-05-03 08:22:55-05
187675	381	111371	2	1	40	7	2013-05-03 08:22:55-05
187676	381	110276	3	1	40	7	2013-05-03 08:22:55-05
187677	381	108803	4	1	40	7	2013-05-03 08:22:55-05
187678	381	109902	5	1	40	7	2013-05-03 08:22:55-05
187679	381	109529	6	1	40	7	2013-05-03 08:22:55-05
187680	381	109900	7	1	40	7	2013-05-03 08:22:55-05
187681	381	110278	8	1	40	7	2013-05-03 08:22:55-05
187682	381	109151	0	0	40	3	2013-05-03 08:22:55-05
187683	381	111369	1	0	40	3	2013-05-03 08:22:55-05
187684	381	109149	2	0	40	3	2013-05-03 08:22:55-05
187685	381	110279	3	0	40	3	2013-05-03 08:22:55-05
187686	381	109154	4	0	40	3	2013-05-03 08:22:55-05
187687	381	109153	5	0	40	3	2013-05-03 08:22:55-05
187688	381	111634	6	0	40	3	2013-05-03 08:22:55-05
187689	381	109899	7	0	40	3	2013-05-03 08:22:55-05
187690	381	111605	8	0	40	3	2013-05-03 08:22:55-05
187691	381	111606	9	0	40	3	2013-05-03 08:22:55-05
187692	381	110912	10	0	40	3	2013-05-03 08:22:55-05
187693	381	110913	11	0	40	3	2013-05-03 08:22:55-05
187694	381	111607	12	0	40	3	2013-05-03 08:22:55-05
187695	381	110148	13	0	40	3	2013-05-03 08:22:55-05
187696	382	108800	0	1	40	2	2013-05-03 08:22:55-05
187697	382	110536	1	1	40	2	2013-05-03 08:22:55-05
187698	382	109797	2	1	40	2	2013-05-03 08:22:55-05
187699	382	109798	3	1	40	2	2013-05-03 08:22:55-05
187700	382	109411	4	1	40	2	2013-05-03 08:22:55-05
187701	382	111631	5	1	40	2	2013-05-03 08:22:55-05
187702	382	111632	6	1	40	2	2013-05-03 08:22:55-05
187703	382	111292	7	1	40	2	2013-05-03 08:22:55-05
187704	382	109412	8	1	40	2	2013-05-03 08:22:55-05
187705	382	111633	9	1	40	2	2013-05-03 08:22:55-05
187706	382	109799	10	1	40	2	2013-05-03 08:22:55-05
187707	382	110537	11	1	40	2	2013-05-03 08:22:55-05
187708	382	109410	12	1	40	2	2013-05-03 08:22:55-05
187709	382	110942	13	1	40	2	2013-05-03 08:22:55-05
187710	382	109043	14	1	40	2	2013-05-03 08:22:55-05
187711	421	111524	0	0	40	4	2013-05-03 08:22:55-05
187712	421	110424	1	0	40	4	2013-05-03 08:22:55-05
187713	421	108960	2	0	40	4	2013-05-03 08:22:55-05
187714	421	111518	3	0	40	4	2013-05-03 08:22:55-05
187715	421	110057	4	0	40	4	2013-05-03 08:22:55-05
187716	421	110054	5	0	40	4	2013-05-03 08:22:55-05
187717	421	109302	6	0	40	4	2013-05-03 08:22:55-05
187718	421	110819	7	0	40	4	2013-05-03 08:22:55-05
187719	421	110872	8	0	40	4	2013-05-03 08:22:55-05
187720	421	109669	9	0	40	4	2013-05-03 08:22:55-05
187721	421	111191	10	0	40	4	2013-05-03 08:22:55-05
187722	421	110094	11	0	40	4	2013-05-03 08:22:55-05
187723	421	110427	12	0	40	4	2013-05-03 08:22:55-05
187724	421	110431	13	0	40	4	2013-05-03 08:22:55-05
187725	421	110432	14	0	40	4	2013-05-03 08:22:55-05
187726	421	108964	15	0	40	4	2013-05-03 08:22:55-05
187727	421	111528	16	0	40	4	2013-05-03 08:22:55-05
187728	421	109193	17	0	40	4	2013-05-03 08:22:55-05
187729	421	110209	0	0	40	5	2013-05-03 08:22:55-05
187730	421	111656	1	0	40	5	2013-05-03 08:22:55-05
187731	421	109194	2	0	40	5	2013-05-03 08:22:55-05
187732	421	109316	0	1	40	2	2013-05-03 08:22:55-05
187733	421	110075	1	1	40	2	2013-05-03 08:22:55-05
187734	421	109697	2	1	40	2	2013-05-03 08:22:55-05
187735	421	109696	3	1	40	2	2013-05-03 08:22:55-05
187736	421	110839	4	1	40	2	2013-05-03 08:22:55-05
187737	421	111229	5	1	40	2	2013-05-03 08:22:55-05
187738	421	111230	6	1	40	2	2013-05-03 08:22:55-05
187739	421	110468	7	1	40	2	2013-05-03 08:22:55-05
187740	421	109675	8	1	40	2	2013-05-03 08:22:55-05
187741	421	110051	9	1	40	2	2013-05-03 08:22:55-05
187742	421	109305	10	1	40	2	2013-05-03 08:22:55-05
187743	421	110417	11	1	40	2	2013-05-03 08:22:55-05
187744	421	110832	12	1	40	2	2013-05-03 08:22:55-05
187745	421	111521	13	1	40	2	2013-05-03 08:22:55-05
187746	421	111523	14	1	40	2	2013-05-03 08:22:55-05
187747	421	111207	15	1	40	2	2013-05-03 08:22:55-05
187748	421	109313	16	1	40	2	2013-05-03 08:22:55-05
187749	421	109450	0	1	40	3	2013-05-03 08:22:55-05
187750	421	110561	1	1	40	3	2013-05-03 08:22:55-05
187751	421	110834	2	1	40	3	2013-05-03 08:22:55-05
187752	427	109316	0	1	40	2	2013-05-03 08:22:55-05
187753	427	110075	1	1	40	2	2013-05-03 08:22:55-05
187754	427	109697	2	1	40	2	2013-05-03 08:22:55-05
187755	427	108813	3	1	40	2	2013-05-03 08:22:55-05
187756	427	109542	4	1	40	2	2013-05-03 08:22:55-05
187757	427	110430	5	1	40	2	2013-05-03 08:22:55-05
187758	427	110839	6	1	40	2	2013-05-03 08:22:55-05
187759	427	111555	7	1	40	2	2013-05-03 08:22:55-05
187760	427	111561	8	1	40	2	2013-05-03 08:22:55-05
187761	427	111196	9	1	40	2	2013-05-03 08:22:55-05
187762	427	110049	10	1	40	2	2013-05-03 08:22:55-05
187763	427	109298	11	1	40	2	2013-05-03 08:22:55-05
187764	427	111513	12	1	40	2	2013-05-03 08:22:55-05
187765	427	110827	13	1	40	2	2013-05-03 08:22:55-05
187766	427	109826	0	1	40	3	2013-05-03 08:22:55-05
187767	427	109068	1	1	40	3	2013-05-03 08:22:55-05
187768	427	111202	2	1	40	3	2013-05-03 08:22:55-05
187769	427	110209	0	0	40	5	2013-05-03 08:22:55-05
187770	427	111656	1	0	40	5	2013-05-03 08:22:55-05
187771	427	109194	2	0	40	5	2013-05-03 08:22:55-05
187772	427	108950	0	0	40	4	2013-05-03 08:22:55-05
187773	427	111512	1	0	40	4	2013-05-03 08:22:55-05
187774	427	110048	2	0	40	4	2013-05-03 08:22:55-05
187775	427	110411	3	0	40	4	2013-05-03 08:22:55-05
187776	427	110044	4	0	40	4	2013-05-03 08:22:55-05
187777	427	111194	5	0	40	4	2013-05-03 08:22:55-05
187778	427	109718	6	0	40	4	2013-05-03 08:22:55-05
187779	427	110427	7	0	40	4	2013-05-03 08:22:55-05
187780	427	110431	8	0	40	4	2013-05-03 08:22:55-05
187781	427	110673	9	0	40	4	2013-05-03 08:22:55-05
187782	427	110674	10	0	40	4	2013-05-03 08:22:55-05
187783	427	110433	11	0	40	4	2013-05-03 08:22:55-05
187784	427	108964	12	0	40	4	2013-05-03 08:22:55-05
187785	427	111528	13	0	40	4	2013-05-03 08:22:55-05
187786	427	109193	14	0	40	4	2013-05-03 08:22:55-05
187787	431	109712	0	1	40	4	2013-05-03 08:22:55-05
187788	431	110457	1	1	40	4	2013-05-03 08:22:55-05
187789	431	110863	2	1	40	4	2013-05-03 08:22:55-05
187790	431	111557	3	1	40	4	2013-05-03 08:22:55-05
187791	431	110874	4	1	40	4	2013-05-03 08:22:55-05
187792	431	109675	5	1	40	4	2013-05-03 08:22:55-05
187793	431	110051	6	1	40	4	2013-05-03 08:22:55-05
187794	431	109305	7	1	40	4	2013-05-03 08:22:55-05
187795	431	110417	8	1	40	4	2013-05-03 08:22:55-05
187796	431	109686	9	1	40	4	2013-05-03 08:22:55-05
187797	431	111523	10	1	40	4	2013-05-03 08:22:55-05
187798	431	111207	11	1	40	4	2013-05-03 08:22:55-05
187799	431	109313	12	1	40	4	2013-05-03 08:22:55-05
187800	431	109450	0	1	40	5	2013-05-03 08:22:55-05
187801	431	110561	1	1	40	5	2013-05-03 08:22:55-05
187802	431	110834	2	1	40	5	2013-05-03 08:22:55-05
187803	431	111524	0	0	40	2	2013-05-03 08:22:55-05
187804	431	110424	1	0	40	2	2013-05-03 08:22:55-05
187805	431	108960	2	0	40	2	2013-05-03 08:22:55-05
187806	431	111517	3	0	40	2	2013-05-03 08:22:55-05
187807	431	110824	4	0	40	2	2013-05-03 08:22:55-05
187808	431	109677	5	0	40	2	2013-05-03 08:22:55-05
187809	431	110819	6	0	40	2	2013-05-03 08:22:55-05
187810	431	111184	7	0	40	2	2013-05-03 08:22:55-05
187811	431	109337	8	0	40	2	2013-05-03 08:22:55-05
187812	431	110093	9	0	40	2	2013-05-03 08:22:55-05
187813	431	109716	10	0	40	2	2013-05-03 08:22:55-05
187814	431	109713	11	0	40	2	2013-05-03 08:22:55-05
187815	431	110862	12	0	40	2	2013-05-03 08:22:55-05
187816	431	111317	0	0	40	3	2013-05-03 08:22:55-05
187817	431	111658	1	0	40	3	2013-05-03 08:22:55-05
187818	431	108974	2	0	40	3	2013-05-03 08:22:55-05
187819	437	109712	0	1	40	4	2013-05-03 08:22:55-05
187820	437	110457	1	1	40	4	2013-05-03 08:22:55-05
